2317.2	4057
2315.68	4043
2314.15	4055
2312.63	4099
2311.1	4111
2309.57	4115
2308.04	4088
2306.52	4224
2304.99	4214
2303.46	4206
2301.93	4220
2300.4	4324
2298.87	4250
2297.34	4247
2295.8	4389
2294.27	4326
2292.74	4320
2291.2	4367
2289.67	4372
2288.14	4347
2286.6	4403
2285.06	4520
2283.53	4436
2281.99	4474
2280.45	4486
2278.91	4490
2277.38	4536
2275.84	4584
2274.3	4619
2272.76	4563
2271.21	4709
2269.67	4670
2268.13	4680
2266.59	4726
2265.04	4704
2263.5	4791
2261.95	4737
2260.41	4780
2258.86	4847
2257.32	4750
2255.77	4846
2254.22	4855
2252.67	4832
2251.13	4872
2249.58	4955
2248.03	4941
2246.48	4954
2244.92	4986
2243.37	5006
2241.82	5074
2240.27	5069
2238.72	5119
2237.16	5113
2235.61	5109
2234.05	5175
2232.5	5239
2230.94	5242
2229.38	5283
2227.83	5295
2226.27	5288
2224.71	5340
2223.15	5351
2221.59	5414
2220.03	5484
2218.47	5486
2216.91	5446
2215.34	5500
2213.78	5521
2212.22	5494
2210.66	5609
2209.09	5635
2207.53	5604
2205.96	5659
2204.39	5633
2202.83	5651
2201.26	5716
2199.69	5712
2198.12	5750
2196.55	5707
2194.98	5800
2193.41	5848
2191.84	5834
2190.27	5895
2188.7	5916
2187.13	5886
2185.55	5900
2183.98	5969
2182.41	6048
2180.83	6136
2179.25	6031
2177.68	6124
2176.1	6125
2174.52	6154
2172.95	6198
2171.37	6190
2169.79	6250
2168.21	6219
2166.63	6299
2165.05	6329
2163.47	6305
2161.88	6315
2160.3	6440
2158.72	6502
2157.13	6513
2155.55	6531
2153.96	6452
2152.38	6536
2150.79	6631
2149.21	6605
2147.62	6658
2146.03	6724
2144.44	6654
2142.85	6708
2141.26	6769
2139.67	6785
2138.08	6806
2136.49	6779
2134.9	6788
2133.3	6825
2131.71	6941
2130.12	6863
2128.52	6962
2126.93	6920
2125.33	6893
2123.73	6947
2122.14	6946
2120.54	6931
2118.94	6946
2117.34	7009
2115.74	7056
2114.14	6925
2112.54	7134
2110.94	7119
2109.34	7095
2107.74	7058
2106.13	7093
2104.53	7131
2102.92	7114
2101.32	7130
2099.71	7181
2098.11	7243
2096.5	7250
2094.89	7223
2093.29	7167
2091.68	7253
2090.07	7294
2088.46	7293
2086.85	7314
2085.24	7314
2083.63	7305
2082.01	7319
2080.4	7495
2078.79	7407
2077.17	7431
2075.56	7439
2073.94	7418
2072.33	7424
2070.71	7454
2069.09	7368
2067.48	7380
2065.86	7479
2064.24	7502
2062.62	7501
2061	7492
2059.38	7554
2057.76	7572
2056.14	7523
2054.51	7545
2052.89	7554
2051.27	7571
2049.64	7600
2048.02	7532
2046.39	7581
2044.77	7601
2043.14	7630
2041.51	7692
2039.88	7716
2038.26	7625
2036.63	7795
2035	7673
2033.37	7750
2031.73	7704
2030.1	7781
2028.47	7766
2026.84	7769
2025.2	7683
2023.57	7676
2021.93	7717
2020.3	7795
2018.66	7735
2017.03	7786
2015.39	7744
2013.75	7785
2012.11	7766
2010.47	7786
2008.83	7793
2007.19	7722
2005.55	7813
2003.91	7761
2002.27	7699
2000.63	7767
1998.98	7765
1997.34	7819
1995.69	7915
1994.05	7776
1992.4	7784
1990.76	7785
1989.11	7778
1987.46	7834
