2745.96	364
2744.58	349
2743.19	358
2741.81	346
2740.42	355
2739.03	354
2737.64	339
2736.25	351
2734.86	375
2733.47	368
2732.08	365
2730.69	366
2729.3	364
2727.91	388
2726.51	376
2725.12	363
2723.73	367
2722.33	382
2720.94	372
2719.54	386
2718.15	364
2716.75	352
2715.35	367
2713.96	386
2712.56	355
2711.16	362
2709.76	362
2708.36	388
2706.96	397
2705.56	388
2704.16	385
2702.76	383
2701.36	378
2699.96	397
2698.56	372
2697.15	393
2695.75	366
2694.34	379
2692.94	395
2691.53	402
2690.13	395
2688.72	397
2687.31	410
2685.91	408
2684.5	381
2683.09	398
2681.68	395
2680.27	405
2678.86	384
2677.45	407
2676.04	379
2674.63	390
2673.22	417
2671.81	386
2670.39	386
2668.98	404
2667.57	387
2666.15	403
2664.74	383
2663.32	399
2661.91	414
2660.49	396
2659.07	364
2657.65	406
2656.24	396
2654.82	415
2653.4	428
2651.98	412
2650.56	419
2649.14	424
2647.72	406
2646.3	416
2644.87	422
2643.45	434
2642.03	414
2640.61	425
2639.18	424
2637.76	417
2636.33	417
2634.91	429
2633.48	435
2632.05	420
2630.62	445
2629.2	451
2627.77	443
2626.34	452
2624.91	440
2623.48	427
2622.05	450
2620.62	444
2619.19	440
2617.76	456
2616.32	466
2614.89	435
2613.46	434
2612.02	468
2610.59	430
2609.15	443
2607.72	458
2606.28	439
2604.85	444
2603.41	457
2601.97	426
2600.53	465
2599.09	452
2597.65	444
2596.22	451
2594.78	449
2593.33	451
2591.89	464
2590.45	470
2589.01	460
2587.57	459
2586.12	478
2584.68	458
2583.23	471
2581.79	478
2580.34	478
2578.9	489
2577.45	501
2576	486
2574.56	521
2573.11	491
2571.66	495
2570.21	497
2568.76	489
2567.31	505
2565.86	482
2564.41	490
2562.96	489
2561.51	475
2560.05	495
2558.6	507
2557.15	487
2555.69	527
2554.24	524
2552.78	510
2551.32	532
2549.87	516
2548.41	500
2546.95	522
2545.5	519
2544.04	524
2542.58	532
2541.12	530
2539.66	505
2538.2	540
2536.74	514
2535.27	550
2533.81	531
2532.35	563
2530.89	544
2529.42	525
2527.96	517
2526.49	542
2525.03	564
2523.56	540
2522.09	539
2520.63	541
2519.16	535
2517.69	572
2516.22	554
2514.75	550
2513.28	547
2511.81	552
2510.34	558
2508.87	553
2507.4	557
2505.93	576
2504.45	568
2502.98	567
2501.51	551
2500.03	565
2498.56	570
2497.08	546
2495.6	594
2494.13	586
2492.65	569
2491.17	561
2489.69	577
2488.22	581
2486.74	575
2485.26	583
2483.78	599
2482.29	597
2480.81	587
2479.33	594
2477.85	592
2476.36	594
2474.88	601
2473.4	606
2471.91	593
2470.43	606
2468.94	579
2467.45	621
2465.97	565
2464.48	617
2462.99	647
2461.5	636
2460.01	631
2458.52	603
2457.03	611
2455.54	628
2454.05	634
2452.56	630
2451.07	618
2449.57	654
2448.08	636
2446.59	625
2445.09	621
2443.6	641
2442.1	635
2440.6	630
2439.11	651
2437.61	643
2436.11	645
2434.61	652
2433.12	655
2431.62	654
2430.12	674
2428.62	681
2427.11	658
2425.61	648
2424.11	659
2422.61	655
2421.1	685
2419.6	661
2418.1	650
2416.59	684
2415.09	678
2413.58	699
2412.07	687
2410.57	689
2409.06	682
2407.55	679
2406.04	694
2404.53	700
2403.02	715
2401.51	679
2400	696
2398.49	667
2396.98	674
2395.46	734
2393.95	716
2392.44	730
2390.92	678
2389.41	733
2387.89	717
2386.38	682
2384.86	753
2383.34	717
2381.82	715
2380.31	749
2378.79	727
2377.27	719
2375.75	753
2374.23	736
2372.71	731
2371.19	746
2369.66	720
2368.14	741
2366.62	732
2365.09	760
2363.57	753
2362.04	778
2360.52	775
2358.99	776
2357.47	756
2355.94	765
2354.41	787
2352.88	776
2351.35	772
2349.83	772
2348.3	777
2346.77	788
2345.23	794
2343.7	756
2342.17	792
2340.64	767
2339.1	780
2337.57	795
2336.04	792
2334.5	794
2332.97	790
2331.43	836
2329.89	844
2328.36	802
2326.82	827
2325.28	813
2323.74	802
2322.2	810
2320.66	855
2319.12	836
2317.58	861
2316.04	839
2314.5	861
2312.95	856
2311.41	850
2309.87	869
2308.32	860
2306.78	845
2305.23	852
2303.68	895
2302.14	859
2300.59	862
2299.04	897
2297.49	896
2295.94	882
2294.39	892
2292.84	851
2291.29	905
2289.74	884
2288.19	885
2286.64	950
2285.09	902
2283.53	895
2281.98	892
2280.42	885
2278.87	905
2277.31	897
2275.76	924
2274.2	912
2272.64	927
2271.08	897
2269.52	923
2267.96	950
2266.4	958
2264.84	938
2263.28	951
2261.72	940
2260.16	949
2258.6	955
2257.03	967
2255.47	976
2253.9	970
2252.34	979
2250.77	966
2249.21	982
2247.64	970
2246.07	955
2244.51	1010
2242.94	977
2241.37	993
2239.8	985
2238.23	1010
2236.66	1021
2235.09	1003
2233.51	1033
2231.94	1031
2230.37	1029
2228.79	1025
2227.22	1042
2225.65	1067
2224.07	1032
2222.49	1039
2220.92	1041
2219.34	1041
2217.76	1068
2216.18	1054
2214.61	1076
2213.03	1037
2211.45	1057
2209.86	1088
2208.28	1103
2206.7	1102
2205.12	1075
2203.54	1091
2201.95	1108
2200.37	1078
2198.78	1111
2197.2	1110
2195.61	1102
2194.03	1144
2192.44	1129
2190.85	1122
2189.26	1157
2187.67	1133
2186.09	1130
2184.5	1153
2182.9	1175
2181.31	1187
2179.72	1161
2178.13	1193
2176.54	1167
2174.94	1200
2173.35	1206
2171.75	1167
2170.16	1203
2168.56	1176
2166.97	1214
2165.37	1193
2163.77	1192
2162.17	1218
2160.58	1216
2158.98	1219
2157.38	1207
2155.78	1232
2154.17	1213
2152.57	1232
2150.97	1240
2149.37	1228
2147.76	1254
2146.16	1265
2144.56	1252
2142.95	1250
2141.34	1252
2139.74	1237
2138.13	1283
2136.52	1268
2134.91	1279
2133.31	1262
2131.7	1297
2130.09	1278
2128.48	1288
2126.86	1264
2125.25	1265
2123.64	1271
2122.03	1277
2120.41	1300
2118.8	1278
2117.18	1295
2115.57	1304
2113.95	1309
2112.34	1314
2110.72	1289
2109.1	1316
2107.48	1344
2105.86	1273
2104.25	1309
2102.63	1313
2101	1320
2099.38	1298
2097.76	1361
2096.14	1353
2094.52	1313
2092.89	1342
2091.27	1349
2089.64	1339
2088.02	1383
2086.39	1325
2084.76	1329
2083.14	1393
2081.51	1346
2079.88	1320
2078.25	1367
2076.62	1337
2074.99	1369
2073.36	1349
2071.73	1390
2070.1	1376
2068.46	1373
2066.83	1377
2065.2	1377
2063.56	1375
2061.93	1400
2060.29	1417
2058.65	1391
2057.02	1367
2055.38	1408
2053.74	1354
2052.1	1393
2050.46	1420
2048.82	1394
2047.18	1370
2045.54	1415
2043.9	1381
2042.26	1382
2040.61	1391
2038.97	1385
2037.33	1418
2035.68	1367
2034.04	1405
2032.39	1376
2030.74	1399
2029.1	1357
2027.45	1402
2025.8	1397
2024.15	1368
2022.5	1416
2020.85	1419
2019.2	1389
2017.55	1397
2015.89	1342
2014.24	1376
2012.59	1384
2010.93	1419
2009.28	1379
2007.62	1387
2005.97	1432
2004.31	1384
2002.65	1424
2001	1400
1999.34	1404
1997.68	1396
1996.02	1434
1994.36	1416
1992.7	1464
1991.04	1422
1989.38	1442
1987.71	1389
1986.05	1450
1984.39	1434
1982.72	1437
1981.06	1393
1979.39	1405
1977.72	1441
1976.06	1453
1974.39	1433
1972.72	1439
1971.05	1439
1969.38	1447
1967.71	1451
1966.04	1443
1964.37	1420
1962.7	1496
1961.03	1472
1959.35	1526
1957.68	1480
1956	1488
1954.33	1488
1952.65	1510
1950.98	1429
1949.3	1488
1947.62	1468
1945.94	1448
1944.27	1511
1942.59	1531
1940.91	1512
1939.23	1512
1937.54	1480
1935.86	1526
1934.18	1502
1932.5	1442
1930.81	1472
1929.13	1524
1927.44	1511
1925.76	1499
1924.07	1519
1922.39	1506
1920.7	1528
1919.01	1548
1917.32	1530
1915.63	1502
1913.94	1481
1912.25	1548
1910.56	1538
1908.87	1505
1907.17	1515
1905.48	1547
1903.79	1560
1902.09	1559
1900.4	1555
1898.7	1554
1897.01	1578
1895.31	1586
1893.61	1602
1891.91	1626
1890.21	1577
1888.51	1603
1886.81	1655
1885.11	1629
1883.41	1627
1881.71	1639
1880.01	1616
1878.3	1646
1876.6	1641
1874.9	1674
1873.19	1652
1871.48	1696
1869.78	1679
1868.07	1693
1866.36	1705
1864.65	1676
1862.95	1704
1861.24	1718
1859.53	1765
1857.81	1777
1856.1	1728
1854.39	1780
1852.68	1747
1850.96	1753
1849.25	1817
1847.54	1796
1845.82	1848
1844.1	1816
1842.39	1809
1840.67	1861
1838.95	1862
1837.23	1854
1835.51	1858
1833.79	1853
1832.07	1885
1830.35	1861
1828.63	1977
1826.91	1911
1825.18	1889
1823.46	1943
1821.74	1945
1820.01	1985
1818.29	1954
1816.56	1961
1814.83	1982
1813.1	2013
1811.38	2073
1809.65	2059
1807.92	2045
1806.19	2049
1804.46	2061
1802.73	2093
1800.99	2058
1799.26	2075
1797.53	2139
1795.79	2127
1794.06	2187
1792.32	2151
1790.59	2208
1788.85	2218
1787.11	2168
1785.37	2214
1783.64	2230
1781.9	2276
1780.16	2293
1778.42	2272
1776.67	2323
1774.93	2299
1773.19	2308
1771.45	2365
1769.7	2376
1767.96	2412
1766.21	2446
1764.47	2412
1762.72	2447
1760.97	2458
1759.23	2534
1757.48	2493
1755.73	2528
1753.98	2548
1752.23	2599
1750.48	2589
1748.73	2619
1746.97	2658
1745.22	2668
1743.47	2716
1741.71	2735
1739.96	2762
1738.2	2795
1736.44	2842
1734.69	2816
1732.93	2838
1731.17	2911
1729.41	2896
1727.65	2883
1725.89	2984
1724.13	3063
1722.37	3088
1720.61	3114
1718.85	3098
1717.08	3134
1715.32	3126
1713.55	3182
1711.79	3265
1710.02	3303
1708.25	3233
1706.49	3345
1704.72	3371
1702.95	3425
1701.18	3470
1699.41	3459
1697.64	3521
1695.87	3562
1694.09	3621
1692.32	3601
1690.55	3656
1688.77	3701
1687	3763
